You are now connected to database "nc_news" as user "iamzsolt".
   username   |    name     |                                                           avatar_url                                                            
--------------+-------------+---------------------------------------------------------------------------------------------------------------------------------
 tickle122    | Tom Tickle  | https://vignette.wikia.nocookie.net/mrmen/images/d/d6/Mr-Tickle-9a.png/revision/latest?cb=20180127221953
 grumpy19     | Paul Grump  | https://vignette.wikia.nocookie.net/mrmen/images/7/78/Mr-Grumpy-3A.PNG/revision/latest?cb=20170707233013
 happyamy2016 | Amy Happy   | https://vignette1.wikia.nocookie.net/mrmen/images/7/7f/Mr_Happy.jpg/revision/latest?cb=20140102171729
 cooljmessy   | Peter Messy | https://vignette.wikia.nocookie.net/mrmen/images/1/1a/MR_MESSY_4A.jpg/revision/latest/scale-to-width-down/250?cb=20170730171002
 weegembump   | Gemma Bump  | https://vignette.wikia.nocookie.net/mrmen/images/7/7e/MrMen-Bump.png/revision/latest?cb=20180123225553
 jessjelly    | Jess Jelly  | https://vignette.wikia.nocookie.net/mrmen/images/4/4f/MR_JELLY_4A.jpg/revision/latest?cb=20180104121141
(6 rows)

 article_id |                                         title                                         | topic  |    author    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               body                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |     created_at      | votes |                                 article_img_url                                  
------------+---------------------------------------------------------------------------------------+--------+--------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------+-------+----------------------------------------------------------------------------------
          1 | Running a Node App                                                                    | coding | jessjelly    | This is part two of a series on how to get up and running with Systemd and Node.js. This part dives deeper into how to successfully run your app with systemd long-term, and how to set it up in a production environment.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 2020-11-07 06:03:00 |     0 | https://images.pexels.com/photos/11035380/pexels-photo-11035380.jpeg?w=700&h=700
          2 | The Rise Of Thinking Machines: How IBM's Watson Takes On The World                    | coding | jessjelly    | Many people know Watson as the IBM-developed cognitive super computer that won the Jeopardy! gameshow in 2011. In truth, Watson is not actually a computer but a set of algorithms and APIs, and since winning TV fame (and a $1 million prize) IBM has put it to use tackling tough problems in every industry from healthcare to finance. Most recently, IBM has announced several new partnerships which aim to take things even further, and put its cognitive capabilities to use solving a whole new range of problems around the world.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 2020-05-14 01:02:00 |     0 | https://images.pexels.com/photos/373543/pexels-photo-373543.jpeg?w=700&h=700
          3 | 22 Amazing open source React projects                                                 | coding | happyamy2016 | This is a collection of open source apps built with React.JS library. In this observation, we compared nearly 800 projects to pick the top 22. (React Native: 11, React: 11). To evaluate the quality, Mybridge AI considered a variety of factors to determine how useful the projects are for programmers. To give you an idea on the quality, the average number of Github stars from the 22 projects was 1,681.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2020-02-29 11:12:00 |     0 | https://images.pexels.com/photos/11035471/pexels-photo-11035471.jpeg?w=700&h=700
          4 | Making sense of Redux                                                                 | coding | jessjelly    | When I first started learning React, I remember reading lots of articles about the different technologies associated with it. In particular, this one article stood out. It mentions how confusing the ecosystem is, and how developers often feel they have to know ALL of the ecosystem before using React. And as someone who’s used React daily for the past 8 months or so, I can definitely say that I’m still barely scratching the surface in terms of understanding how the entire ecosystem works! But my time spent using React has given me some insight into when and why it might be appropriate to use another technology — Redux (a variant of the Flux architecture).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2020-09-11 21:12:00 |     0 | https://images.pexels.com/photos/4974912/pexels-photo-4974912.jpeg?w=700&h=700
          5 | Please stop worrying about Angular 3                                                  | coding | jessjelly    | Another Angular version planned already? Whaaaat? Didn’t Angular 2 just ship? Why Angular 3? What? Why? First off, there is no massive rewrite, and won’t be for Angular 3. Secondly, let me explain the future of Angular 2 and what Angular 3, Angular 4 will mean for you.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 2020-04-21 17:06:00 |     0 | https://images.pexels.com/photos/14011035/pexels-photo-14011035.jpeg?w=700&h=700
          6 | JavaScript’s Apply, Call, and Bind Methods are Essential for JavaScript Professionals | coding | grumpy19     | Functions are objects in JavaScript, as you should know by now, if you have read any of the prerequisite articles. And as objects, functions have methods, including the powerful Apply, Call, and Bind methods. On the one hand, Apply and Call are nearly identical and are frequently used in JavaScript for borrowing methods and for setting the this value explicitly. We also use Apply for variable-arity functions; you will learn more about this in a bit.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | 2020-11-11 15:09:00 |     0 | https://images.pexels.com/photos/4383298/pexels-photo-4383298.jpeg?w=700&h=700
          7 | Using React Native: One Year Later                                                    | coding | tickle122    | When I interviewed for the iOS developer opening at Discord last spring, the tech lead Stanislav told me: React Native is the future. We will use it to build our iOS app from scratch as soon as it becomes public. As a native iOS developer, I strongly doubted using web technologies to build mobile apps because of my previous experiences with tools like PhoneGap. But after learning and using React Native for a while, I am glad we made that decision.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2020-10-18 01:26:00 |     0 | https://images.pexels.com/photos/6424586/pexels-photo-6424586.jpeg?w=700&h=700
          8 | Express.js: A Server-Side JavaScript Framework                                        | coding | cooljmessy   | You’re probably aware that JavaScript is the programming language most often used to add interactivity to the front end of a website, but its capabilities go far beyond that—entire sites can be built on JavaScript, extending it from the front to the back end, seamlessly. Express.js and Node.js gave JavaScript newfound back-end functionality—allowing developers to build software with JavaScript on the server side for the first time. Together, they make it possible to build an entire site with JavaScript: You can develop server-side applications with Node.js and then publish those Node.js apps as websites with Express. Because Node.js itself wasn’t intended to build websites, the Express framework is able to layer in built-in structure and functions needed to actually build a site. It’s a pretty lightweight framework that’s great for giving developers extra, built-in web application features and the Express API without overriding the already robust, feature-packed Node.js platform. In short, Express and Node are changing the way developers build websites.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 2020-10-05 23:23:00 |     0 | https://images.pexels.com/photos/11035482/pexels-photo-11035482.jpeg?w=700&h=700
          9 | Learn HTML5, CSS3, and Responsive WebSite Design in One Go                            | coding | grumpy19     | Both CSS3 and HTML5 are just about fully supported in all modern browsers, and we there are techniques in place to patch old browsers that lack support. So there is no disadvantage to using CSS3 and HTML5 today. The opposite is true, however: there are many painful, frustrating disadvantages with forgoing HTML5 and CSS3. You may already “know” a bit of HTML5 and a touch of CSS3 (or perhaps you probably know enough old-school HTML and CSS, and with this knowledge, you might have thought you needn’t learn HTML5 and CSS3 fully.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 2020-05-26 15:06:00 |     0 | https://images.pexels.com/photos/1591061/pexels-photo-1591061.jpeg?w=700&h=700
         10 | An Introduction to JavaScript Object Notation (JSON) in JavaScript and .NET           | coding | cooljmessy   | When designing an application that will communicate with a remote computer, a data format and exchange protocol must be selected. There are a variety of open, standardized options, and the ideal choice depends on the applications requirements and pre-existing functionality. For example, SOAP-based web services format the data in an XML payload wrapped within a SOAP envelope. While XML works well for many application scenarios, it has some drawbacks that make it less than ideal for others. One such space where XML is often less than ideal is with Ajax-style web applications. Ajax is a technique used for building interactive web applications that provide a snappier user experience through the use of out-of-band, lightweight calls to the web server in lieu of full-page postbacks. These asynchronous calls are initiated on the client using JavaScript and involve formatting data, sending it to a web server, and parsing and working with the returned data. While most browsers can construct, send, and parse XML, JavaScript Object Notation (or JSON) provides a standardized data exchange format that is better-suited for Ajax-style web applications. JSON is an open, text-based data exchange format (see RFC 4627). Like XML, it is human-readable, platform independent, and enjoys a wide availability of implementations. Data formatted according to the JSON standard is lightweight and can be parsed by JavaScript implementations with incredible ease, making it an ideal data exchange format for Ajax web applications. Since it is primarily a data format, JSON is not limited to just Ajax web applications, and can be used in virtually any scenario where applications need to exchange or store structured information as text. This article examines the JSON standard, its relationship to JavaScript, and how it compares to XML. Jayrock, an open-source JSON implementation for .NET, is discussed and examples of creating and parsing JSON messages are provided in JavaScript and C#. | 2020-07-02 12:23:00 |     0 | https://images.pexels.com/photos/11035481/pexels-photo-11035481.jpeg?w=700&h=700
         11 | Designing Better JavaScript APIs                                                      | coding | tickle122    | At some point or another, you will find yourself writing JavaScript code that exceeds the couple of lines from a jQuery plugin. Your code will do a whole lot of things; it will (ideally) be used by many people who will approach your code differently. They have different needs, knowledge and expectations.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 2020-07-07 00:13:00 |     0 | https://images.pexels.com/photos/5483071/pexels-photo-5483071.jpeg?w=700&h=700
         12 | The battle for Node.js security has only begun                                        | coding | tickle122    | The founder of the Node Security Project says Node.js still has common vulnerabilities, but progress has been made to make it more secure. Appearing at the recent Node Community Convention in San Francisco, project founder Adam Baldwin, chief security officer at Web consulting company &yet, emphasized risks, protections, and progress. Baldwin sees four risks within the Node ecosystem pertinent to the enterprise: the code dependency tree, bugs, malicious actors, and people. I think of [the dependency tree] more as the dependency iceberg, to be honest, Baldwin said, where your code is the ship and your dependencies that you have with your packaged JSON is that little tiny iceberg at the top. But developers need to be aware of the massive iceberg underneath, he stressed.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 2020-11-15 13:25:00 |     0 | https://images.pexels.com/photos/10845119/pexels-photo-10845119.jpeg?w=700&h=700
(12 rows)

 comment_id | article_id |                                                                                                                                                                                 body                                                                                                                                                                                 | votes |    author    |     created_at      
------------+------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+--------------+---------------------
          1 |         18 | Itaque quisquam est similique et est perspiciatis reprehenderit voluptatem autem. Voluptatem accusantium eius error adipisci quibusdam doloribus.                                                                                                                                                                                                                    |    -1 | tickle122    | 2020-05-21 23:19:00
          5 |         17 | Quod qui quia dignissimos sit tempore vel reprehenderit. Ipsa ipsa veritatis architecto corporis et et non. Sed alias occaecati eum dignissimos sint eius. Ad ea iste quas quia velit libero voluptatem voluptatem. Animi illo nisi nulla quia sapiente omnis dolorem nulla. Sunt dolor similique.                                                                   |    -5 | weegembump   | 2020-04-03 21:17:00
          6 |         35 | Veritatis animi et voluptates nesciunt officia facere eaque. Eligendi earum explicabo necessitatibus aut dolorem nisi esse nesciunt. Non iusto rem ut consequuntur quam ut rem sed. Velit laboriosam consectetur enim delectus eos sit veritatis eveniet perspiciatis.                                                                                               |    -5 | grumpy19     | 2020-07-16 09:16:00
          9 |         19 | Ea iure voluptas. Esse vero et dignissimos blanditiis commodi rerum dicta omnis modi.                                                                                                                                                                                                                                                                                |    -1 | cooljmessy   | 2020-01-04 05:14:00
         14 |          4 | Iure quas est omnis porro. Est in est distinctio sequi consectetur rerum deserunt. Et et reiciendis. Consequatur distinctio sint porro neque molestiae.                                                                                                                                                                                                              |    -4 | weegembump   | 2020-08-14 14:09:00
         19 |         28 | Id adipisci saepe dolorum et veritatis qui et voluptatibus. Error consequuntur architecto consequatur assumenda rerum similique quo. Quas omnis quam labore exercitationem pariatur veniam assumenda. Tempore maiores rerum. Eum voluptates non repudiandae magnam illo voluptatum. Qui praesentium asperiores rerum vel.                                            |    -3 | tickle122    | 2020-06-19 16:03:00
         29 |         36 | Perferendis quia et nihil. Quasi ut voluptates sapiente et accusantium vel qui reprehenderit ratione. Autem alias voluptatem accusamus nesciunt beatae vero. Itaque repellat omnis et velit cum corporis aut id voluptas. Nostrum unde fuga ea. Perferendis quas maiores.                                                                                            |    -2 | jessjelly    | 2020-09-13 07:23:00
         35 |         19 | Accusamus error recusandae iure. Omnis ab aut id. Nihil perspiciatis aut unde recusandae voluptatum placeat.                                                                                                                                                                                                                                                         |    -2 | happyamy2016 | 2020-06-07 08:10:00
         43 |          8 | Ipsam quis ad consequatur iure voluptas accusantium voluptatem unde. Cumque omnis mollitia natus nemo deleniti rerum enim cumque aut. Quod quis est fuga.                                                                                                                                                                                                            |    -2 | grumpy19     | 2020-01-18 08:17:00
         46 |         26 | Non sunt quos aut facere. Corporis molestiae aut soluta aut rerum animi voluptatibus.                                                                                                                                                                                                                                                                                |    -3 | weegembump   | 2020-10-05 07:05:00
         51 |          3 | Eius dolor ipsa eaque qui sed accusantium est tenetur omnis. Eligendi necessitatibus sunt voluptate occaecati et quis consequuntur aut. Maxime nihil ut quia culpa.                                                                                                                                                                                                  |    -3 | grumpy19     | 2020-01-14 03:12:00
         55 |          6 | Ut et libero reiciendis. Tenetur quibusdam veniam in atque corrupti excepturi tenetur qui et. Qui ut autem minus aut explicabo in cumque dolorum. Voluptatem est perferendis velit. Eaque doloremque asperiores error.                                                                                                                                               |    -3 | jessjelly    | 2020-01-16 23:20:00
         63 |          2 | Est pariatur quis ipsa culpa unde temporibus et accusantium rerum. Consequatur in occaecati aut non similique aut quibusdam. Qui sunt magnam iure blanditiis. Et est non enim. Est ab vero dolor.                                                                                                                                                                    |    -1 | jessjelly    | 2020-08-12 23:10:00
         64 |          6 | Ad qui ut enim qui numquam quis. Reprehenderit rem non nulla dolor aut totam corporis illo. Et ea maxime consequuntur nihil delectus dolores qui in aliquam. Ut et eius id nesciunt necessitatibus beatae quo. Est qui provident officia in dolor. Assumenda voluptas dolor.                                                                                         |    -5 | grumpy19     | 2020-09-23 09:15:00
         69 |         23 | Totam et dolor magnam et voluptatum. A in adipisci.                                                                                                                                                                                                                                                                                                                  |    -1 | tickle122    | 2020-08-14 13:08:00
         77 |          8 | Hic qui omnis qui sit deserunt velit labore commodi repellat. Minus voluptatum dolore libero voluptatem praesentium aut iusto harum. Consequatur sit quasi. Est ad minus inventore ut reiciendis. Quos incidunt rerum. Ut omnis in voluptatum nesciunt.                                                                                                              |    -2 | tickle122    | 2020-11-06 19:20:00
         80 |         31 | Voluptatem voluptas unde. Quam tempore recusandae voluptatem similique iusto repudiandae et. Tenetur dolores possimus labore. Incidunt quae ipsa qui quas. Sunt suscipit aliquid vitae.                                                                                                                                                                              |    -5 | cooljmessy   | 2020-07-14 03:02:00
         82 |         11 | Facilis ipsam illum aut voluptatibus. Repudiandae cupiditate quo fugiat earum est ut autem repudiandae excepturi. Fuga voluptatem iusto ut. Nulla sequi culpa qui eaque. Architecto non veniam distinctio.                                                                                                                                                           |    -4 | happyamy2016 | 2020-08-19 08:08:00
         83 |         24 | Velit in assumenda quo repudiandae qui eaque. Qui dolor ad iusto optio magnam suscipit.                                                                                                                                                                                                                                                                              |    -2 | weegembump   | 2020-04-08 22:01:00
         88 |          5 | Minus minus sit non fugiat sunt et nostrum aut et. Dignissimos qui nemo quos fuga qui temporibus occaecati aut. Explicabo dolor commodi officia nulla totam inventore.                                                                                                                                                                                               |    -3 | weegembump   | 2020-05-26 16:11:00
         94 |         29 | Voluptatum aut facilis odit sint. Iste ab ut mollitia aut odio. Similique aut a ut est impedit. Similique dolorum possimus ipsum voluptatem iste non commodi placeat quia. Vero aperiam eum voluptatem aut sed totam dicta suscipit.                                                                                                                                 |    -4 | weegembump   | 2020-04-15 07:17:00
         98 |         17 | Delectus nostrum autem. Dolore est id veniam maxime aliquid omnis nam cupiditate consequatur. Eveniet similique et voluptatem voluptatem illo. Quam officiis aut molestias hic est omnis. Dolor enim dolores. Quo explicabo reprehenderit reprehenderit nostrum magni in.                                                                                            |    -3 | grumpy19     | 2020-02-07 02:23:00
        108 |         17 | Magni similique tempore a quia officiis ipsam ut non. Eum laborum dicta sint illo nihil quia maiores. Reiciendis sit voluptate sed quae iste temporibus.                                                                                                                                                                                                             |    -1 | grumpy19     | 2020-08-02 09:22:00
        113 |         23 | Accusantium est officiis labore dolorem hic maiores quae quo. Et rerum sequi.                                                                                                                                                                                                                                                                                        |    -3 | cooljmessy   | 2020-01-17 17:13:00
        114 |         34 | Eligendi placeat aspernatur omnis delectus maxime inventore at porro. Accusantium nobis totam fugiat debitis quia repellat quo qui voluptatem. Laboriosam nesciunt distinctio et aut itaque ipsa aut. Cum accusantium et et recusandae numquam quas et. Porro minima accusantium atque quo illo.                                                                     |    -4 | tickle122    | 2020-05-09 08:11:00
        124 |         34 | Vitae laudantium molestiae neque ut dicta fuga similique. Sit nesciunt magni sit beatae. Porro recusandae aut exercitationem eligendi voluptas. Dolore eligendi inventore magni voluptatem quia ut ut.                                                                                                                                                               |    -1 | grumpy19     | 2020-10-17 23:05:00
        135 |         27 | Quam officiis reprehenderit architecto omnis est facere inventore. Expedita est enim dolore debitis velit. Quo facilis accusantium error.                                                                                                                                                                                                                            |    -1 | happyamy2016 | 2020-09-07 07:02:00
        137 |         26 | Nesciunt aliquid ex et architecto beatae fugit. Et delectus quam culpa rerum hic repellendus laudantium est. Non quasi omnis. Deserunt nisi voluptatem asperiores aspernatur mollitia qui. Molestiae sit voluptates et voluptas voluptas consequatur. Corrupti laboriosam consequatur est tenetur consequuntur id.                                                   |    -5 | happyamy2016 | 2020-03-20 02:01:00
        147 |         27 | Qui qui sit earum et laboriosam non. Nobis distinctio qui et sint perspiciatis qui eum. Doloremque animi quia tenetur harum distinctio et.                                                                                                                                                                                                                           |    -2 | weegembump   | 2020-08-24 00:26:00
        150 |          9 | Doloremque ut reiciendis autem perferendis vel in tempore. Delectus quia illum deleniti fuga dolores dicta velit aut architecto.                                                                                                                                                                                                                                     |    -3 | tickle122    | 2020-01-17 16:06:00
        158 |         22 | Voluptatibus laudantium vel consequuntur explicabo voluptatem adipisci eligendi nihil magni. Dolore in molestias ullam sapiente et aperiam. Et aut est placeat porro dolor et modi reiciendis. Enim fuga exercitationem in. Dolore sint laudantium quos sint et aut possimus.                                                                                        |    -5 | happyamy2016 | 2020-06-09 13:10:00
        159 |         35 | Veniam natus sed nostrum et aut repellendus. Dignissimos quia cum id odio repudiandae impedit aperiam sapiente. Harum sequi non nihil velit modi. Corporis consequatur enim suscipit eos dignissimos voluptas nobis eum.                                                                                                                                             |    -1 | cooljmessy   | 2020-09-24 00:05:00
        171 |         30 | Est voluptas reprehenderit enim necessitatibus blanditiis quia consequatur. Soluta quae quia non veniam corrupti et. Asperiores culpa est ut quam ipsum molestias reiciendis sed molestiae. Ut odit in non odio molestias ab. Voluptates est inventore nihil sunt voluptatem dignissimos et debitis. Nihil et numquam.                                               |    -5 | weegembump   | 2020-03-03 05:25:00
        174 |         34 | Sit dolores similique temporibus omnis. Reiciendis animi similique. Tempore inventore aperiam. Labore dolorem sint molestiae assumenda ipsum.                                                                                                                                                                                                                        |    -2 | cooljmessy   | 2020-09-06 00:02:00
        181 |         16 | Aut sint ut. Voluptatem enim saepe quasi aut ut qui quasi neque quidem. At nihil quia minus eos harum est accusantium et.                                                                                                                                                                                                                                            |    -2 | tickle122    | 2020-03-01 15:09:00
        182 |          6 | Voluptatem voluptas tempore soluta et rerum quia sed quas ut. Non cumque perferendis voluptate vitae est quis sit enim dolor. Et esse qui est et.                                                                                                                                                                                                                    |    -5 | jessjelly    | 2020-08-19 19:15:00
        198 |         30 | Odio accusamus eius voluptatem voluptatem esse magni est in aperiam. Voluptatem quam sapiente omnis debitis ut molestiae. Eligendi qui ratione. Maiores occaecati voluptas voluptatem at repellat sint voluptatem. Ut voluptatem optio porro perspiciatis aut dicta quae qui. Minus odio suscipit tempora aspernatur sequi ut est.                                   |    -3 | grumpy19     | 2020-04-20 11:25:00
        200 |          3 | Fugiat aut ipsam ea commodi natus commodi officiis amet. Rerum quae error. Vel eum voluptates corrupti aperiam.                                                                                                                                                                                                                                                      |    -1 | jessjelly    | 2020-05-20 07:15:00
        202 |         16 | Quia numquam ut fuga. Laudantium perspiciatis distinctio rerum sunt itaque non ipsum. Nihil necessitatibus voluptatem. Reiciendis nobis quae quo et mollitia soluta. Voluptates deleniti soluta ducimus natus eos enim sunt. Totam et perferendis qui reiciendis.                                                                                                    |    -3 | happyamy2016 | 2020-07-06 13:10:00
        203 |         11 | Fugiat voluptatibus numquam aut aut sit quae magni qui. Ipsam sed reprehenderit aliquid quibusdam. Id ducimus quisquam modi sed repellendus quia omnis aliquam et. Qui blanditiis voluptate doloremque esse qui sint deserunt voluptas. Et rerum et rerum quia repudiandae vero omnis voluptas sit. Ipsam eos fugiat omnis rem quia sequi omnis reprehenderit minus. |    -1 | tickle122    | 2020-01-09 19:17:00
        206 |         31 | Ea cum vitae sunt. Rerum inventore voluptates dolores consequuntur recusandae esse quia velit at. Voluptatem sit voluptates temporibus. Et sunt harum ad sit ut aperiam. Omnis enim eos aspernatur. Maxime nam quasi error dolor et qui quaerat accusamus temporibus.                                                                                                |    -3 | cooljmessy   | 2020-03-25 17:08:00
        211 |         34 | Molestiae ut esse a error necessitatibus doloribus eligendi nesciunt. Ea minus voluptatem quae maxime distinctio.                                                                                                                                                                                                                                                    |    -3 | cooljmessy   | 2020-08-26 18:24:00
